## FlyBase D. melanogaster-Human Orthologs and associated diseases report
## Generated: Sun Mar 30 12:43:55 2025
## Using datasource: dbi:Pg:dbname=fb_2025_02_reporting;host=flysql25;port=5432...

##Dmel_gene_ID	Dmel_gene_symbol	Human_gene_HGNC_ID	Human_gene_OMIM_ID	Human_gene_symbol	DIOPT_score	OMIM_Phenotype_IDs	OMIM_Phenotype_IDs[name]
FBgn0002638	Rcc1	HGNC:10295	MIM:312610	RPGR	3	300029,300455,300834,304020	300029[RETINITIS PIGMENTOSA 3; RP3],300455[RETINITIS PIGMENTOSA, X-LINKED, AND SINORESPIRATORY INFECTIONS WITH OR WITHOUT DEAFNESS; RPSRDF],300834[MACULAR DEGENERATION, ATROPHIC, X-LINKED],304020[CONE-ROD DYSTROPHY, X-LINKED, 1; CORDX1]
FBgn0002638	Rcc1	HGNC:30457	MIM:617997	RCCD1	3		
FBgn0002638	Rcc1	HGNC:1914	MIM:603524	RCBTB2	3		
FBgn0035649	PXo	HGNC:12827	MIM:605237	XPR1	13	616413	616413[BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 6; IBGC6]
FBgn0035647	CG10486	HGNC:8494	MIM:604047	SLC22A13	8		
FBgn0035647	CG10486	HGNC:10970	MIM:607582	SLC22A6	6		
FBgn0035647	CG10486	HGNC:20302	MIM:608276	SLC22A16	5		
FBgn0035647	CG10486	HGNC:10968	MIM:604190	SLC22A4	7	180300	180300[RHEUMATOID ARTHRITIS; RA]
FBgn0035647	CG10486	HGNC:10969	MIM:603377	SLC22A5	7	212140	212140[CARNITINE DEFICIENCY, SYSTEMIC PRIMARY; CDSP]
FBgn0035647	CG10486	HGNC:8495	MIM:604048	SLC22A14	6		
FBgn0035647	CG10486	HGNC:10971	MIM:604995	SLC22A7	8		
FBgn0035647	CG10486	HGNC:10972	MIM:607581	SLC22A8	6		
FBgn0035647	CG10486	HGNC:10966	MIM:602608	SLC22A2	7		
FBgn0035647	CG10486	HGNC:21106	MIM:611697	SLC22A23	4		
FBgn0035647	CG10486	HGNC:32935	MIM:610792	SLC22A25	5		
FBgn0035647	CG10486	HGNC:10963	MIM:602607	SLC22A1	6		
FBgn0035647	CG10486	HGNC:10967	MIM:604842	SLC22A3	7		
FBgn0035647	CG10486	HGNC:23095	MIM:611461	SLC22A17	3		
FBgn0035647	CG10486	HGNC:20301	MIM:608275	SLC22A15	5		
FBgn0035647	CG10486	HGNC:17989	MIM:607096	SLC22A12	6	220150	220150[HYPOURICEMIA, RENAL, 1; RHUC1]
FBgn0035647	CG10486	HGNC:29867	MIM:611696	SLC22A20P	5		
FBgn0035647	CG10486	HGNC:27091		SLC22A31	3		
FBgn0035647	CG10486	HGNC:18120	MIM:607097	SLC22A11	6		
FBgn0035647	CG10486	HGNC:16261	MIM:607579	SLC22A9	5		
FBgn0035647	CG10486	HGNC:28542	MIM:611698	SLC22A24	6		
FBgn0035647	CG10486	HGNC:18057	MIM:607580	SLC22A10	5		
FBgn0052413	CG32413	HGNC:9753	MIM:607065	QPCT	6		
FBgn0052413	CG32413	HGNC:25952		QPCTL	6		
FBgn0052412	QC	HGNC:9753	MIM:607065	QPCT	10		
FBgn0052412	QC	HGNC:25952		QPCTL	10		
FBgn0035644	PolE2	HGNC:9178	MIM:602670	POLE2	14		
FBgn0029121	Sras	HGNC:13721	MIM:605385	RCE1	14		
FBgn0040239	bc10	HGNC:1055	MIM:613110	BLCAP	13		
FBgn0035620	Alp9	HGNC:438	MIM:171760	ALPL	13	146300,241500,241510	146300[HYPOPHOSPHATASIA, ADULT; HPPA],241500[HYPOPHOSPHATASIA, INFANTILE; HPPI],241510[HYPOPHOSPHATASIA, CHILDHOOD; HPPC]
FBgn0035620	Alp9	HGNC:441	MIM:171810	ALPG	13		
FBgn0035620	Alp9	HGNC:439	MIM:171800	ALPP	13		
FBgn0035620	Alp9	HGNC:437	MIM:171740	ALPI	14		
FBgn0035625	Blimp-1	HGNC:9346	MIM:603423	PRDM1	10		
FBgn0035625	Blimp-1	HGNC:28495	MIM:616775	ZNF683	3		
FBgn0035626	lin-28	HGNC:32207	MIM:611044	LIN28B	13		
FBgn0035626	lin-28	HGNC:2428	MIM:603437	YBX3	3		
FBgn0035626	lin-28	HGNC:17948	MIM:611447	YBX2	3		
FBgn0035626	lin-28	HGNC:15986	MIM:611043	LIN28A	13		
FBgn0035626	lin-28	HGNC:8014	MIM:154030	YBX1	4		
FBgn0016756	Usp47	HGNC:20076	MIM:614460	USP47	14		
FBgn0016756	Usp47	HGNC:12630	MIM:602519	USP7	3	616863	616863[HAO-FOUNTAIN SYNDROME; HAFOUS]
FBgn0016756	Usp47	HGNC:12616	MIM:607057	USP18	3	617397	617397[PSEUDO-TORCH SYNDROME 2; PTORCH2]
FBgn0016756	Usp47	HGNC:20069	MIM:610570	USP40	3		
FBgn0016756	Usp47	HGNC:18533	MIM:617445	USP48	3	620227	620227[DEAFNESS, AUTOSOMAL DOMINANT 85; DFNA85]
FBgn0035631	Txl	HGNC:12435	MIM:187700	TXN	3		
FBgn0035631	Txl	HGNC:17772	MIM:609063	TXN2	3	616811	616811[COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 29; COXPD29]
FBgn0035631	Txl	HGNC:12436	MIM:603049	TXNL1	14		
FBgn0035639	kri	HGNC:12562	MIM:609329	UCK2	3		
FBgn0035639	kri	HGNC:28334	MIM:300656	UPRT	14		
FBgn0035639	kri	HGNC:14859	MIM:609328	UCK1	3		
FBgn0035639	kri	HGNC:15938	MIM:610866	UCKL1	4		
FBgn0035640	mad2	HGNC:6763	MIM:601467	MAD2L1	14		
FBgn0035638	Tektin-C	HGNC:26554	MIM:618686	TEKT5	5		
FBgn0035638	Tektin-C	HGNC:14293	MIM:612683	TEKT3	5	620277	620277[SPERMATOGENIC FAILURE 81; SPGF81]
FBgn0035638	Tektin-C	HGNC:11725	MIM:608953	TEKT2	4		
FBgn0035638	Tektin-C	HGNC:31012		TEKT4	5		
FBgn0035638	Tektin-C	HGNC:15534	MIM:609002	TEKT1	10		
FBgn0035636	Cralbp	HGNC:12404	MIM:600415	TTPA	3	277460	277460[ATAXIA WITH VITAMIN E DEFICIENCY; AVED]
FBgn0035636	Cralbp	HGNC:16114		TTPAL	4		
FBgn0035636	Cralbp	HGNC:10024	MIM:180090	RLBP1	6	136880,607475,607476	136880[FUNDUS ALBIPUNCTATUS],607475[BOTHNIA RETINAL DYSTROPHY],607476[NEWFOUNDLAND ROD-CONE DYSTROPHY; NFRCD]
FBgn0035636	Cralbp	HGNC:23046	MIM:616945	CLVS2	6		
FBgn0035636	Cralbp	HGNC:23139	MIM:611292	CLVS1	6		
FBgn0040298	Myt1	HGNC:12761	MIM:193525	WEE1	3		
FBgn0040298	Myt1	HGNC:29650	MIM:602474	PKMYT1	11		
FBgn0040298	Myt1	HGNC:19684	MIM:614084	WEE2	3	617996	617996[OOCYTE/ZYGOTE/EMBRYO MATURATION ARREST 5; OZEMA5]
FBgn0052418	vito	HGNC:28585		NOL12	7		
FBgn0035632	Ppat-Dpck	HGNC:29932	MIM:609855	COASY	14	615643,618266	615643[NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 6; NBIA6],618266[PONTOCEREBELLAR HYPOPLASIA, TYPE 12; PCH12]
FBgn0035630	CG10576	HGNC:8550	MIM:602145	PA2G4	13		
FBgn0035627	Sse	HGNC:16856	MIM:604143	ESPL1	7		
FBgn0035624	Eaf6	HGNC:25674	MIM:611001	MEAF6	10		
FBgn0035622	TM9SF3	HGNC:11865	MIM:604678	TM9SF2	4		
FBgn0035622	TM9SF3	HGNC:21529	MIM:616872	TM9SF3	14		
FBgn0035622	TM9SF3	HGNC:30797	MIM:617727	TM9SF4	4		
FBgn0035622	TM9SF3	HGNC:11864	MIM:618965	TM9SF1	4		
FBgn0035619	Alp10	HGNC:438	MIM:171760	ALPL	13	146300,241500,241510	146300[HYPOPHOSPHATASIA, ADULT; HPPA],241500[HYPOPHOSPHATASIA, INFANTILE; HPPI],241510[HYPOPHOSPHATASIA, CHILDHOOD; HPPC]
FBgn0035619	Alp10	HGNC:441	MIM:171810	ALPG	13		
FBgn0035619	Alp10	HGNC:439	MIM:171800	ALPP	13		
FBgn0035619	Alp10	HGNC:437	MIM:171740	ALPI	13		
FBgn0003486	spo	HGNC:15654	MIM:611529	CYP2S1	3		
FBgn0003486	spo	HGNC:2610	MIM:122720	CYP2A6	3	122700,188890,211980	122700[COUMARIN RESISTANCE],188890[TOBACCO ADDICTION, SUSCEPTIBILITY TO],211980[LUNG CANCER]
FBgn0003486	spo	HGNC:2608	MIM:608055	CYP2A13	3		
FBgn0003486	spo	HGNC:2595	MIM:108330	CYP1A1	3		
FBgn0003486	spo	HGNC:2596	MIM:124060	CYP1A2	3		
FBgn0003486	spo	HGNC:2615	MIM:123930	CYP2B6	3	614546	614546[EFAVIRENZ, POOR METABOLISM OF]
FBgn0003486	spo	HGNC:2621	MIM:124020	CYP2C19	3	609535	609535[DRUG METABOLISM, POOR, CYP2C19-RELATED]
FBgn0003486	spo	HGNC:2622	MIM:601129	CYP2C8	3	618018	618018[DRUG METABOLISM, ALTERED, CYP2C8-RELATED]
FBgn0003486	spo	HGNC:2623	MIM:601130	CYP2C9	3	122700	122700[COUMARIN RESISTANCE]
FBgn0003486	spo	HGNC:2620	MIM:601131	CYP2C18	3		
FBgn0003486	spo	HGNC:2631	MIM:124040	CYP2E1	3		
FBgn0003486	spo	HGNC:2632	MIM:124070	CYP2F1	3		
FBgn0003486	spo	HGNC:2634	MIM:601258	CYP2J2	3		
FBgn0003486	spo	HGNC:20580	MIM:608713	CYP2R1	3	600081	600081[VITAMIN D HYDROXYLATION-DEFICIENT RICKETS, TYPE 1B; VDDR1B]
FBgn0003486	spo	HGNC:2625	MIM:124030	CYP2D6	3	608902	608902[DRUG METABOLISM, POOR, CYP2D6-RELATED]
FBgn0003486	spo	HGNC:20582	MIM:610670	CYP2U1	3	615030	615030[SPASTIC PARAPLEGIA 56, AUTOSOMAL RECESSIVE, WITH OR WITHOUT PSEUDOXANTHOMA ELASTICUM; SPG56]
FBgn0003486	spo	HGNC:20243	MIM:615967	CYP2W1	3		
FBgn0003486	spo	HGNC:2597	MIM:601771	CYP1B1	4	231300,617315	231300[GLAUCOMA 3, PRIMARY CONGENITAL, A; GLC3A],617315[ANTERIOR SEGMENT DYSGENESIS 6; ASGD6]
FBgn0003486	spo	HGNC:2624		CYP2D7	3		
FBgn0029118	ScsbetaG	HGNC:11450	MIM:603922	SUCLG2	14		
FBgn0029118	ScsbetaG	HGNC:11448	MIM:603921	SUCLA2	5	612073	612073[MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH OR WITHOUT METHYLMALONIC ACIDURIA); MTDPS5]
FBgn0035600	Cyt-c1	HGNC:2579	MIM:123980	CYC1	14	615453	615453[MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 6; MC3DN6]
FBgn0035610	Lkr	HGNC:11527	MIM:162321	TACR2	3		
FBgn0035610	Lkr	HGNC:11528	MIM:162332	TACR3	3	614840	614840[HYPOGONADOTROPIC HYPOGONADISM 11 WITH OR WITHOUT ANOSMIA; HH11]
FBgn0035610	Lkr	HGNC:11526	MIM:162323	TACR1	3		
FBgn0035610	Lkr	HGNC:4523	MIM:605569	GPR83	3		
FBgn0035608	blanks	HGNC:227	MIM:602065	ADARB2	3		
FBgn0035608	blanks	HGNC:226	MIM:601218	ADARB1	3	618862	618862[NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, MICROCEPHALY, AND SEIZURES; NEDHYMS]
FBgn0035604	Ir64a	HGNC:4572	MIM:138247	GRIA2	4	618917	618917[NEURODEVELOPMENTAL DISORDER WITH LANGUAGE IMPAIRMENT AND BEHAVIORAL ABNORMALITIES; NEDLIB]
FBgn0035604	Ir64a	HGNC:4573	MIM:305915	GRIA3	4	300699	300699[INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, WU TYPE; MRXSW]
FBgn0035604	Ir64a	HGNC:4581	MIM:138243	GRIK3	3		
FBgn0035604	Ir64a	HGNC:4571	MIM:138248	GRIA1	4	619927,619931	619927[INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 67; MRD67],619931[INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 76; MRT76]
FBgn0035604	Ir64a	HGNC:4579	MIM:138245	GRIK1	3		
FBgn0035604	Ir64a	HGNC:4574	MIM:138246	GRIA4	4	617864	617864[NEURODEVELOPMENTAL DISORDER WITH OR WITHOUT SEIZURES AND GAIT ABNORMALITIES; NEDSGA]
FBgn0035604	Ir64a	HGNC:4582	MIM:600282	GRIK4	4		
FBgn0035604	Ir64a	HGNC:4585	MIM:138253	GRIN2A	3	245570	245570[EPILEPSY, FOCAL, WITH SPEECH DISORDER AND WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT; FESD]
FBgn0035604	Ir64a	HGNC:4586	MIM:138252	GRIN2B	3	613970,616139	613970[INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 6, WITH OR WITHOUT SEIZURES; MRD6],616139[DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 27; DEE27]
FBgn0035604	Ir64a	HGNC:4587	MIM:138254	GRIN2C	3		
FBgn0035604	Ir64a	HGNC:4588	MIM:602717	GRIN2D	3	617162	617162[DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 46; DEE46]
FBgn0035604	Ir64a	HGNC:4576	MIM:602368	GRID2	3	616204	616204[SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 18; SCAR18]
FBgn0035604	Ir64a	HGNC:16768	MIM:606651	GRIN3B	3		
FBgn0035604	Ir64a	HGNC:4575	MIM:610659	GRID1	3		
FBgn0035603	Pfdn4	HGNC:8868	MIM:604898	PFDN4	14		
FBgn0035601	Uev1A	HGNC:12495	MIM:603001	UBE2V2	12		
FBgn0035601	Uev1A	HGNC:12494	MIM:602995	UBE2V1	12		
FBgn0035601	Uev1A	HGNC:33521		PEDS1-UBE2V1	12		
FBgn0004380	Klp64D	HGNC:6320	MIM:603754	KIF3B	4	618955	618955[RETINITIS PIGMENTOSA 89; RP89]
FBgn0004380	Klp64D	HGNC:6319	MIM:604683	KIF3A	13		
FBgn0004380	Klp64D	HGNC:6321	MIM:602845	KIF3C	4		
FBgn0016031	lama	HGNC:27283	MIM:620097	PLBD2	12		
FBgn0016031	lama	HGNC:26215	MIM:618486	PLBD1	10		
FBgn0035593	Yod1	HGNC:25035	MIM:612023	YOD1	14		
FBgn0035591	CG4611	HGNC:38844		ATP5MF-PTCD1	4		
FBgn0035591	CG4611	HGNC:22198	MIM:614774	PTCD1	11		
FBgn0035589	CHMP2B	HGNC:24537	MIM:609512	CHMP2B	14	600795	600795[FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 7; FTDALS7]
FBgn0035589	CHMP2B	HGNC:38847		RNF103-CHMP3	3		
FBgn0035587	Gdap1	HGNC:15968	MIM:606598	GDAP1	12	214400,607706,607831,608340	214400[CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATING, TYPE 4A; CMT4A],607706[CHARCOT-MARIE-TOOTH DISEASE, AXONAL, WITH VOCAL CORD PARESIS, AUTOSOMAL RECESSIVE],607831[CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2K; CMT2K],608340[CHARCOT-MARIE-TOOTH DISEASE, RECESSIVE INTERMEDIATE A; CMTRIA]
FBgn0035587	Gdap1	HGNC:4213		GDAP1L1	11		
FBgn0028962	AlaRS-m	HGNC:20	MIM:601065	AARS1	6	613287,616339,619661,619691	613287[CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2N; CMT2N],616339[DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 29; DEE29],619661[LEUKOENCEPHALOPATHY, HEREDITARY DIFFUSE, WITH SPHEROIDS 2; HDLS2],619691[TRICHOTHIODYSTROPHY 8, NONPHOTOSENSITIVE; TTD8]
FBgn0028962	AlaRS-m	HGNC:21022	MIM:612035	AARS2	6	614096,615889	614096[COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 8; COXPD8],615889[LEUKOENCEPHALOPATHY, PROGRESSIVE, WITH OVARIAN FAILURE; LKENP]
FBgn0010747	Srp54k	HGNC:11301	MIM:604857	SRP54	13	618752	618752[NEUTROPENIA, SEVERE CONGENITAL, 8, AUTOSOMAL DOMINANT; SCN8]
FBgn0035586	Fitm	HGNC:33714	MIM:612028	FITM1	6		
FBgn0035586	Fitm	HGNC:16135	MIM:612029	FITM2	13	618635	618635[SIDDIQI SYNDROME; SIDDIS]
FBgn0035588	Dhrs4	HGNC:18349	MIM:615194	DHRS2	12		
FBgn0035588	Dhrs4	HGNC:16985	MIM:611596	DHRS4	13		
FBgn0035588	Dhrs4	HGNC:18281	MIM:605843	PECR	4		
FBgn0035588	Dhrs4	HGNC:3554	MIM:601417	HSD17B8	3		
FBgn0035588	Dhrs4	HGNC:19731	MIM:615196	DHRS4L2	11		
FBgn0035588	Dhrs4	HGNC:23238	MIM:612832	HSD17B14	3		
FBgn0035588	Dhrs4	HGNC:32389		BDH2	3		
FBgn0035588	Dhrs4	HGNC:19732	MIM:615195	DHRS4L1	10		
FBgn0035590	Tcs5	HGNC:16197	MIM:608679	TP53RK	14	617730	617730[GALLOWAY-MOWAT SYNDROME 4; GAMOS4]
FBgn0035592	CG10674	HGNC:30203	MIM:618474	WDR83OS	12	621016	621016[NEURODEVELOPMENTAL DISORDER WITH VARIABLE FAMILIAL HYPERCHOLANEMIA; NEDFHCA]
FBgn0052523	CG32523	HGNC:9486	MIM:613578	PRSS3	3		
FBgn0052523	CG32523	HGNC:9475	MIM:276000	PRSS1	3	167800	167800[PANCREATITIS, HEREDITARY; PCTT]
FBgn0031169	CG1494	HGNC:37	MIM:605414	ABCA7	5	608907	608907[ALZHEIMER DISEASE 9, SUSCEPTIBILITY TO; AD9]
FBgn0031169	CG1494	HGNC:29	MIM:600046	ABCA1	4	205400,604091	205400[TANGIER DISEASE; TGD],604091[HYPOALPHALIPOPROTEINEMIA, PRIMARY, 1]
FBgn0031169	CG1494	HGNC:32	MIM:600047	ABCA2	4	618808	618808[INTELLECTUAL DEVELOPMENTAL DISORDER WITH POOR GROWTH AND WITH OR WITHOUT SEIZURES OR ATAXIA; IDPOGSA]
FBgn0031169	CG1494	HGNC:34	MIM:601691	ABCA4	5	153800,248200,601718,604116	153800[MACULAR DEGENERATION, AGE-RELATED, 2; ARMD2],248200[STARGARDT DISEASE 1; STGD1],601718[RETINITIS PIGMENTOSA 19; RP19],604116[CONE-ROD DYSTROPHY 3; CORD3]
FBgn0031169	CG1494	HGNC:33	MIM:601615	ABCA3	7	610921	610921[SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 3; SMDP3]
FBgn0031169	CG1494	HGNC:14637	MIM:607800	ABCA12	6	242500,601277	242500[ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4B; ARCI4B],601277[ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4A; ARCI4A]
FBgn0031169	CG1494	HGNC:30	MIM:612508	ABCA10	5		
FBgn0031169	CG1494	HGNC:39	MIM:612507	ABCA9	5		
FBgn0031169	CG1494	HGNC:38	MIM:612505	ABCA8	5		
FBgn0031169	CG1494	HGNC:36	MIM:612504	ABCA6	5		
FBgn0031169	CG1494	HGNC:35	MIM:612503	ABCA5	4	135400	135400[HYPERTRICHOSIS, CONGENITAL GENERALIZED, 3, WITH OR WITHOUT GINGIVAL HYPERPLASIA; HTC3]
FBgn0031169	CG1494	HGNC:14638	MIM:607807	ABCA13	5		
FBgn0020369	Rpt6	HGNC:9552	MIM:601681	PSMC5	13		
FBgn0020369	Rpt6	HGNC:9547	MIM:602706	PSMC1	3	620071	620071[BIRK-AHARONI SYNDROME; BKAH]
FBgn0031174	CG1486	HGNC:28995	MIM:614244	PDXDC1	14		
FBgn0031174	CG1486	HGNC:27559		PDXDC2P	8		
FBgn0031174	CG1486	HGNC:0		PDXDC2P-NPIPB14P	7		
FBgn0000709	fliI	HGNC:30906	MIM:619666	VILL	3		
FBgn0000709	fliI	HGNC:12690	MIM:193040	VIL1	3		
FBgn0000709	fliI	HGNC:3750	MIM:600362	FLII	14	620635	620635[CARDIOMYOPATHY, DILATED, 2J; CMD2J]
FBgn0000709	fliI	HGNC:14188	MIM:613397	AVIL	3	618594	618594[NEPHROTIC SYNDROME, TYPE 21; NPHS21]
FBgn0000709	fliI	HGNC:4620	MIM:137350	GSN	3	105120	105120[AMYLOIDOSIS, FINNISH TYPE]
FBgn0000709	fliI	HGNC:21695	MIM:613416	SCIN	3		
FBgn0000709	fliI	HGNC:1474	MIM:153615	CAPG	3		
FBgn0015379	dod	HGNC:8988	MIM:601052	PIN1	14		
FBgn0015379	dod	HGNC:8989	MIM:602051	PIN1P1	3		
FBgn0011710	Septin1	HGNC:33280	MIM:612140	SEPTIN14	4		
FBgn0011710	Septin1	HGNC:1717	MIM:603151	SEPTIN7	6		
FBgn0011710	Septin1	HGNC:9165	MIM:603696	SEPTIN4	6		
FBgn0011710	Septin1	HGNC:15848	MIM:300683	SEPTIN6	3		
FBgn0011710	Septin1	HGNC:2879	MIM:612897	SEPTIN1	6		
FBgn0011710	Septin1	HGNC:25589	MIM:612887	SEPTIN11	4		
FBgn0011710	Septin1	HGNC:7729	MIM:601506	SEPTIN2	13		
FBgn0011710	Septin1	HGNC:9164	MIM:602724	SEPTIN5	6		
FBgn0011710	Septin1	HGNC:16511	MIM:608418	SEPTIN8	3		
FBgn0011710	Septin1	HGNC:14349	MIM:611737	SEPTIN10	3		
FBgn0011710	Septin1	HGNC:7323	MIM:604061	SEPTIN9	4	162100	162100[AMYOTROPHY, HEREDITARY NEURALGIC; HNA]
FBgn0011710	Septin1	HGNC:10750	MIM:608314	SEPTIN3	4		
FBgn0011710	Septin1	HGNC:26348	MIM:611562	SEPTIN12	5	614822	614822[SPERMATOGENIC FAILURE 10; SPGF10]
FBgn0003423	slgA	HGNC:9453	MIM:606810	PRODH	14	239500,600850	239500[HYPERPROLINEMIA, TYPE I; HYRPRO1],600850[SCHIZOPHRENIA 4; SCZD4]
FBgn0003423	slgA	HGNC:17325	MIM:616377	PRODH2	8		
FBgn0003423	slgA	HGNC:0		LOC102724788	5		
FBgn0020272	mst	HGNC:29678	MIM:617619	MSTO1	14	617675	617675[MYOPATHY, MITOCHONDRIAL, AND ATAXIA; MMYAT]
FBgn0031182	Cyp6t1	HGNC:2638	MIM:605325	CYP3A5	5	145500	145500[HYPERTENSION, ESSENTIAL]
FBgn0031182	Cyp6t1	HGNC:17450	MIM:606534	CYP3A43	5		
FBgn0031182	Cyp6t1	HGNC:11609	MIM:274180	TBXAS1	4	231095	231095[GHOSAL HEMATODIAPHYSEAL DYSPLASIA; GHDD]
FBgn0031182	Cyp6t1	HGNC:2637	MIM:124010	CYP3A4	4	619073	619073[VITAMIN D-DEPENDENT RICKETS, TYPE 3; VDDR3]
FBgn0031182	Cyp6t1	HGNC:2640	MIM:605340	CYP3A7	4		
FBgn0031182	Cyp6t1	HGNC:51504		CYP3A7-CYP3A51P	5		
FBgn0001565	Ddx56	HGNC:18193	MIM:608023	DDX56	14		
FBgn0015527	peng	HGNC:29676	MIM:609960	PUM3	12		
FBgn0015558	tty	HGNC:13476	MIM:605784	TTYH1	10		
FBgn0015558	tty	HGNC:22222	MIM:608919	TTYH3	13		
FBgn0015558	tty	HGNC:13877	MIM:608855	TTYH2	11		
FBgn0029067	Ctdnep1	HGNC:16890	MIM:608592	CTDSPL	3		
FBgn0029067	Ctdnep1	HGNC:17077	MIM:608711	CTDSP2	3		
FBgn0029067	Ctdnep1	HGNC:21614	MIM:605323	CTDSP1	3		
FBgn0029067	Ctdnep1	HGNC:19085	MIM:610684	CTDNEP1	13		
FBgn0029067	Ctdnep1	HGNC:26936	MIM:618739	CTDSPL2	3		
FBgn0031171	CG1801	HGNC:37	MIM:605414	ABCA7	5	608907	608907[ALZHEIMER DISEASE 9, SUSCEPTIBILITY TO; AD9]
FBgn0031171	CG1801	HGNC:29	MIM:600046	ABCA1	4	205400,604091	205400[TANGIER DISEASE; TGD],604091[HYPOALPHALIPOPROTEINEMIA, PRIMARY, 1]
FBgn0031171	CG1801	HGNC:32	MIM:600047	ABCA2	4	618808	618808[INTELLECTUAL DEVELOPMENTAL DISORDER WITH POOR GROWTH AND WITH OR WITHOUT SEIZURES OR ATAXIA; IDPOGSA]
FBgn0031171	CG1801	HGNC:34	MIM:601691	ABCA4	5	153800,248200,601718,604116	153800[MACULAR DEGENERATION, AGE-RELATED, 2; ARMD2],248200[STARGARDT DISEASE 1; STGD1],601718[RETINITIS PIGMENTOSA 19; RP19],604116[CONE-ROD DYSTROPHY 3; CORD3]
FBgn0031171	CG1801	HGNC:33	MIM:601615	ABCA3	7	610921	610921[SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 3; SMDP3]
FBgn0031171	CG1801	HGNC:14637	MIM:607800	ABCA12	6	242500,601277	242500[ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4B; ARCI4B],601277[ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4A; ARCI4A]
FBgn0031171	CG1801	HGNC:30	MIM:612508	ABCA10	5		
FBgn0031171	CG1801	HGNC:39	MIM:612507	ABCA9	5		
FBgn0031171	CG1801	HGNC:38	MIM:612505	ABCA8	5		
FBgn0031171	CG1801	HGNC:36	MIM:612504	ABCA6	5		
FBgn0031171	CG1801	HGNC:35	MIM:612503	ABCA5	5	135400	135400[HYPERTRICHOSIS, CONGENITAL GENERALIZED, 3, WITH OR WITHOUT GINGIVAL HYPERPLASIA; HTC3]
FBgn0031171	CG1801	HGNC:14638	MIM:607807	ABCA13	5		
FBgn0031170	Abca3	HGNC:37	MIM:605414	ABCA7	8	608907	608907[ALZHEIMER DISEASE 9, SUSCEPTIBILITY TO; AD9]
FBgn0031170	Abca3	HGNC:29	MIM:600046	ABCA1	7	205400,604091	205400[TANGIER DISEASE; TGD],604091[HYPOALPHALIPOPROTEINEMIA, PRIMARY, 1]
FBgn0031170	Abca3	HGNC:32	MIM:600047	ABCA2	7	618808	618808[INTELLECTUAL DEVELOPMENTAL DISORDER WITH POOR GROWTH AND WITH OR WITHOUT SEIZURES OR ATAXIA; IDPOGSA]
FBgn0031170	Abca3	HGNC:34	MIM:601691	ABCA4	8	153800,248200,601718,604116	153800[MACULAR DEGENERATION, AGE-RELATED, 2; ARMD2],248200[STARGARDT DISEASE 1; STGD1],601718[RETINITIS PIGMENTOSA 19; RP19],604116[CONE-ROD DYSTROPHY 3; CORD3]
FBgn0031170	Abca3	HGNC:33	MIM:601615	ABCA3	14	610921	610921[SURFACTANT METABOLISM DYSFUNCTION, PULMONARY, 3; SMDP3]
FBgn0031170	Abca3	HGNC:14637	MIM:607800	ABCA12	7	242500,601277	242500[ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4B; ARCI4B],601277[ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESSIVE 4A; ARCI4A]
FBgn0031170	Abca3	HGNC:30	MIM:612508	ABCA10	6		
FBgn0031170	Abca3	HGNC:39	MIM:612507	ABCA9	6		
FBgn0031170	Abca3	HGNC:38	MIM:612505	ABCA8	6		
FBgn0031170	Abca3	HGNC:36	MIM:612504	ABCA6	6		
