Geneid,Control_1,Control_2,Control_3,Ab42_1,Ab42_2,Ab42_3
FBgn0004649,74282,53259,38011,34904,39649,45833
FBgn0023216,1897,1516,1489,1423,2083,1374
FBgn0029990,75531,44005,65533,60774,58013,69184
FBgn0052529,2104,1620,1899,2330,2295,2158
FBtr0445476_df_nrg,0,0,0,0,0,0
FBgn0030159,138,81,134,361,222,356
FBti0063037,0,0,0,0,0,0
FBgn0029766,11422,6488,11224,12541,11396,13861
FBgn0052667,6,7,9,2,3,8
FBgn0010380,6680,5573,5033,5499,6038,5321
FBgn0029697,19335,6362,2977,2777,12,12852
FBgn0029997,2273,1532,1611,1767,2533,1761
FBgn0047092,1,0,0,0,0,0
FBgn0052774,2695,1023,305,489,36,2504
FBgn0040396,2099,1949,1579,1378,1873,1662
FBti0063732,0,0,0,0,0,0
FBgn0026175,8,2,1,56,18,28
FBgn0052685,5516,4133,4212,4437,5116,4820
FBgn0052647,2163,1102,2216,2592,3140,2860
FBgn0261284,603,476,491,438,466,556
FBgn0267001,950,563,952,1101,882,1016
FBgn0265874,0,0,0,0,1,0
FBgn0260748,4171,2956,3111,3223,3615,3171
FBtr0309658_df_nrg,0,0,0,0,0,0
FBgn0261848,151,122,128,97,117,95
FBgn0020909,1254,1216,1228,897,1144,989
FBti0061147,26,10,16,10,18,23
FBgn0029895,1491,977,1277,1299,1588,1760
FBgn0029778,1353,1270,993,1101,1479,1076
FBgn0041629,1621,1490,1318,1520,1465,1844
FBgn0011606,4250,3978,3093,4131,5532,4066
FBgn0086666,51,42,54,34,73,87
FBti0061617,0,0,0,0,0,0
FBgn0005427,3387,2707,2686,2161,3122,2825
FBti0060177,0,0,0,0,0,0
FBgn0266278,2,0,0,6,2,9
FBgn0029730,37,0,0,271,128,238
FBgn0015288,28318,38235,29543,25461,28609,30025
FBgn0000330,1256,1201,929,967,1323,1045
FBgn0266351,6,3,4,2,6,3
FBgn0025836,7308,5311,6213,6061,7755,6772
FBti0061810,0,0,1,1,0,0
FBgn0030038,8344,6495,5993,6166,8533,6675
FBgn0030745,924,793,1140,1070,1323,1087
FBgn0029907,21,18,13,19,9,15
FBgn0030367,421,328,351,322,315,414
FBti0019628,0,0,0,0,0,0
FBgn0052687,7210,4308,7994,9284,7325,7190
FBgn0265725,8,8,13,3,4,4
FBgn0267075,3,1,0,2,4,8
FBgn0262228,0,0,0,0,0,0
FBgn0030647,12,2,5,69,14,66
FBgn0265869,0,0,0,0,0,0
FBgn0040338,4,0,0,10,7,17
FBgn0013987,5708,4571,5068,4895,6259,4853
FBgn0030718,5277,5713,5318,4538,5421,5029
FBti0019646,0,0,0,0,0,0
FBgn0085387,283,228,465,500,445,533
FBgn0030499,1646,1463,1267,1479,1936,1383
FBti0019578,2,0,1,2,2,1
FBgn0029964,10,0,0,41,17,27
FBgn0003969,3537,2814,2613,2275,3420,3053
FBti0061172,0,0,0,0,0,0
FBti0063475,2,0,3,1,0,0
FBti0063385,4,3,3,2,0,0
FBgn0262338,0,0,0,0,1,0
FBti0061164,0,0,0,0,0,0
FBgn0083956,2190,1629,3266,3508,2701,3063
FBgn0265691,2,4,11,17,16,2
FBgn0029664,1543,1417,1251,1161,1593,1391
FBti0019620,0,0,0,0,0,0
FBgn0029596,18,4,6,19,14,10
FBgn0030993,1146,1006,1345,1589,1183,1320
FBgn0030053,1914,1567,1479,1670,2292,1516
FBti0019678,0,1,0,1,1,0
FBgn0029752,199,7,14,1287,482,1036
FBgn0003068,460,337,729,730,489,570
FBti0060668,0,0,0,0,0,0
FBgn0015379,1574,1551,1080,1081,1635,1162
FBgn0030364,5065,4386,3822,4030,6056,4142
FBtr0472800_df_nrg,0,0,0,0,0,0
FBgn0014340,1007,910,747,785,1115,799
FBgn0265611,24,17,20,17,17,29
FBgn0011280,2036,2050,2084,2958,3396,3684
FBti0061356,0,0,0,0,0,0
FBgn0031049,5820,4874,5263,3745,5900,4756
FBgn0030683,1229,1234,1013,835,1361,1100
FBgn0029898,689,643,1091,1173,553,895
FBgn0011826,7231,5260,5075,5120,7040,5392
FBti0059947,0,0,0,0,0,0
FBgn0028480,7785,9716,9808,7416,8585,9977
FBgn0265629,26,12,31,113,60,98
FBgn0029993,32,2,2,261,106,239
FBgn0030973,4269,3891,3783,3522,5295,4030
FBgn0030800,1282,1240,1055,1075,1547,1098
FBgn0266430,30,73,66,31,34,59
FBti0062703,1,1,1,3,2,5
FBgn0259228,3828,2870,3292,3235,3847,3249
FBgn0030478,14053,9870,15412,11456,13028,13131
FBti0063737,0,0,0,0,0,0
FBgn0265595,142,113,227,259,219,268
FBti0062869,0,1,1,0,0,0
FBgn0052820,0,0,0,0,0,0
FBgn0052641,189,140,188,138,201,174
FBgn0052557,494,518,690,966,676,897
FBti0019601,0,0,1,6,7,10
FBgn0030341,2920,2793,2539,2465,3024,2841
FBgn0264309,0,0,0,0,0,0
FBgn0030809,6622,4300,5349,6001,6840,5876
FBgn0028474,3687,2976,2768,3129,4051,2926
FBgn0031148,6540,5812,6768,5791,5112,5448
FBti0061189,0,0,0,0,0,0
FBti0060474,0,0,3,0,0,0
FBti0019632,0,1,1,0,1,0
FBgn0052801,0,0,0,0,0,0
FBgn0030187,138,165,115,115,199,154
FBti0060060,0,0,0,0,2,2
FBgn0283429,0,0,0,0,0,0
FBgn0030186,0,0,0,0,0,0
FBgn0040089,298,455,676,639,1005,460
FBti0062479,6,5,10,5,2,0
FBgn0011834,2684,1600,2650,1827,1257,1934
FBgn0267273,0,0,1,0,0,0
FBgn0263532,1,1,2,0,0,0
FBgn0014868,4844,4912,3871,3939,4318,4790
FBgn0267035,35,32,43,49,27,70
FBgn0025633,11424,9242,8033,9982,15124,8670
FBti0062442,1,1,3,2,1,2
FBgn0030805,2020,1880,1232,1454,2398,1550
FBgn0267186,0,0,0,1,0,1
FBgn0023458,9700,6038,7312,6981,6313,7102
FBti0063337,0,0,0,0,0,0
FBgn0025391,77,61,116,116,95,121
FBti0062715,0,0,0,0,2,0
FBti0062940,0,0,0,0,0,0
RR48304_transposable_element,1,1,2,1,1,3
FBgn0029639,23,31,45,33,81,34
FBti0060113,0,0,0,0,0,0
FBgn0029727,0,0,3,9,8,15
FBgn0053669,1,0,0,1,0,1
FBgn0031044,2283,1674,1566,1573,2356,1563
FBgn0261927,7,11,10,16,4,3
FBgn0029947,144,0,0,632,247,515
FBti0060516,0,0,0,0,0,0
FBgn0267048,0,0,0,0,0,0
FBtr0304411_df_nrg,0,0,0,0,0,0
FBti0019740,0,0,0,0,0,0
FBgn0286928,7,2,8,2,3,2
FBti0061119,0,0,0,0,0,0
FBgn0026415,15570,15695,15918,20388,18682,18397
FBti0064091,0,0,0,0,0,2
FBgn0024250,374,343,312,312,255,337
FBti0061754,0,0,0,0,0,0
FBgn0028969,5579,5477,4584,5110,5427,5645
FBgn0030486,7607,5047,4834,5131,5737,5578
FBgn0029838,1547,1355,2037,1521,1472,1837
FBgn0030519,6024,5127,6384,5183,5134,5235
FBgn0030056,6472,6140,5404,5241,8123,5427
FBgn0030215,21,0,0,144,47,126
FBtr0304179_df_nrg,0,0,0,0,0,0
FBti0019668,0,0,0,0,0,0
FBgn0030893,662,683,694,740,714,869
FBgn0267036,22,13,20,21,30,18
FBgn0030001,14,8,15,24,4,23
FBgn0025640,2163,2080,1865,1875,1989,1998
FBtr0472830_df_nrg,0,0,0,0,0,0
FBti0063526,0,0,0,0,0,0
FBgn0267034,1,4,0,0,4,2
FBgn0028343,6505,6205,4766,5755,8576,5994
FBti0064089,1,1,0,2,2,0
FBgn0085340,0,0,0,0,0,0
FBgn0065057,2,0,3,1,0,0
FBgn0030109,4132,3059,3080,3596,4167,3628
FBgn0262222,0,0,0,0,0,0
FBti0063639,0,0,0,0,0,0
FBgn0029975,6428,6178,7440,7163,7297,7773
FBgn0025864,7048,5266,5564,6357,7288,5652
FBti0060595,0,0,1,0,0,1
FBgn0030559,25,22,34,32,19,39
FBgn0086448,680,609,700,478,928,679
FBgn0028550,972,882,1287,1435,1188,1437
FBgn0086047,0,0,2,0,0,0
FBgn0030269,1967,1707,1478,1597,2342,1511
FBgn0011758,22,18,24,34,21,30
FBgn0259722,1007,941,868,714,1028,968
FBti0061152,0,0,0,0,0,0
FBgn0267914,2,0,5,1,2,7
FBti0019622,6,3,0,3,10,6
FBgn0030507,1292,1439,986,1140,1828,1171
FBgn0002707,1744,1458,1252,1371,1946,1495
FBgn0031026,4,0,0,34,10,26
FBgn0266115,3,4,6,0,1,5
FBgn0010240,99,77,79,94,105,115
FBgn0030058,19,9,17,103,60,114
FBgn0026084,19445,13475,12628,11409,18476,15057
FBgn0029733,5675,5030,3658,4138,7594,4092
FBti0019654,0,0,1,0,0,0
FBgn0262980,0,0,0,8,5,13
FBgn0260780,24797,20853,16924,19033,30199,18551
FBgn0030170,1613,1228,999,1171,1953,1277
FBgn0030074,0,0,1,1,2,0
FBgn0031184,834,688,881,1259,1499,1150
FBti0019586,13,10,53,7,4,8
FBti0019624,0,0,0,3,8,5
FBgn0029913,723,530,490,570,695,546
FBgn0030373,728,639,490,307,714,380
FBgn0040929,541,472,433,393,685,403
FBgn0029849,2692,2207,2600,1890,2211,2224
FBtr0445484_df_nrg,0,0,0,0,0,0
FBti0063476,0,0,0,0,0,0
FBgn0028491,6586,5374,9309,6204,3464,5050
FBgn0030438,6924,2123,1757,3524,3332,3761
FBgn0031142,30,21,24,316,99,214
FBti0060200,0,0,0,0,0,0
FBti0019540,5,1,6,8,10,10
FBgn0025838,13,1,0,123,33,98
FBgn0052554,156,96,87,106,103,134
FBgn0029669,2,0,0,35,11,44
FBti0061060,0,0,0,0,0,0
FBgn0052772,2478,2324,2204,2046,3629,2223
FBti0019647,0,0,0,0,0,0
FBti0019547,5,5,1,2,4,1
FBgn0030829,53,217,207,54,25,106
FBgn0030243,2696,2051,2395,2507,2511,2050
FBgn0024238,8393,6583,7966,5951,6816,6948
FBgn0259101,2480,2138,2216,2313,1855,1914
FBgn0030925,286,230,393,868,369,533
FBgn0261244,3556,2757,2942,2727,3697,2904
FBti0019604,0,0,0,0,0,0
FBgn0030077,409,383,346,350,346,474
FBgn0030583,195,189,199,137,147,166
FBgn0030687,1777,1324,1296,1286,1309,1331
FBgn0040066,3118,3215,2753,2739,3798,2852
FBti0059983,0,0,0,0,0,1
FBgn0262991,6,0,0,38,13,44
FBgn0024997,777,843,1201,1758,467,661
FBti0062766,0,0,0,0,0,0
FBtr0304401_df_nrg,0,0,0,0,0,0
FBtr0304440_df_nrg,0,0,0,0,0,0
FBti0019542,3,0,6,1,2,0
FBti0060479,0,0,0,0,0,0
FBgn0029659,152,1,0,801,246,616
FBti0062739,0,0,0,1,0,0
FBgn0266050,0,0,0,2,0,2
FBgn0030717,1503,1240,1308,1354,2034,1380
FBgn0029915,1485,1444,1132,1040,1502,1096
FBgn0003371,8862,6464,8718,8754,9929,9570
FBti0062770,1,1,1,3,2,0
FBgn0011276,2,1,2,3,4,4
FBgn0002577,22,16,36,38,35,54
FBgn0030511,375,299,426,270,268,233
FBti0063328,0,0,0,0,0,0
FBgn0052569,1,0,1,1,2,4
FBgn0030846,83,12,12,350,145,324
FBgn0029896,23822,9289,21547,25474,21492,20526
FBgn0011710,6355,4890,4598,4195,6372,4746
FBgn0030512,4858,3479,3947,3509,5277,3645
FBgn0267097,0,0,0,3,1,10
FBgn0264940,0,0,0,4,1,6
FBgn0016974,346,268,201,266,231,273
FBgn0267177,9,11,10,2,10,10
FBgn0031190,6978,5503,5402,6494,8912,6885
FBgn0026751,1764,1762,1506,1666,2374,1618
FBgn0030362,5053,3855,4860,3172,3231,4573
FBgn0003139,3789,3048,2883,2673,4013,2752
FBgn0030078,4,1,3,11,3,10
FBgn0263578,0,0,0,0,0,0
FBgn0262849,0,0,0,0,0,0
FBgn0030433,1418,1337,1143,934,1443,1171
FBti0060531,0,0,0,0,0,0
FBti0019523,9,3,24,19,7,13
FBti0062959,0,0,0,0,0,0
FBgn0029890,54,18,18,334,108,232
FBti0062768,0,0,4,0,1,1
FBgn0030474,1032,888,855,863,1256,986
FBti0063551,0,0,0,0,0,0
FBgn0030764,24,15,8,154,68,135
FBgn0030921,27,41,32,25,29,44
FBgn0053240,0,0,0,0,0,0
FBgn0031194,2897,2554,2421,2551,3231,2360
FBgn0040367,276,158,164,69,90,106
FBgn0267225,10,0,3,1,2,4
FBgn0004170,25,2,5,1,0,1
FBgn0030813,2332,2362,1975,1494,2558,1798
FBgn0000520,1169,1223,982,1066,1373,929
FBgn0029941,9929,8269,7929,9077,12127,8130
FBgn0029518,1,0,4,0,0,1
FBgn0029924,2552,2255,1453,1543,1969,1766
FBgn0030301,2286,1670,1885,1609,3207,1865
FBti0019537,0,0,4,0,2,1
FBgn0011975,0,0,0,0,0,0
FBgn0030711,1758,1443,1379,1217,1729,1323
FBti0062385,0,0,0,0,0,0
FBgn0267275,0,0,0,1,3,2
FBgn0265630,3308,2295,3129,3714,3996,2916
FBgn0030752,3042,2895,2546,2734,3343,2612
FBgn0030851,1106,1239,998,990,1369,1011
FBgn0052580,28,4,10,47,33,96
FBgn0287603,10,14,23,8,30,19
FBti0019587,6,6,7,5,6,20
FBti0059699,0,0,0,0,0,0
FBgn0262685,7,15,12,17,14,12
FBtr0304191_df_nrg,0,0,0,0,0,0
FBgn0267088,0,0,0,0,0,4
FBgn0030600,1381,1358,1611,1443,1199,1667
FBgn0264507,2,2,5,5,2,8
FBgn0026086,2629,1998,2614,2368,3389,2651
FBti0062961,0,0,0,0,0,0
FBti0059709,0,0,0,1,5,1
FBti0062350,0,0,0,0,0,0
FBti0060506,0,1,1,2,3,1
FBgn0086671,5,7,9,10,1,7
FBgn0030608,24904,18471,18810,20974,30642,24191
FBgn0030087,10363,7210,9608,11183,12303,11905
FBti0062784,0,0,0,1,0,0
FBti0060485,1,0,0,0,0,0
FBgn0003159,5131,3331,3641,3740,4500,4450
FBgn0262251,0,0,0,0,0,0
FBgn0030847,1475,1246,1234,1414,1361,1618
FBti0062474,0,0,0,0,0,0
FBtr0309639_df_nrg,0,0,0,0,0,0
FBtr0309643_df_nrg,0,0,0,0,0,0
FBgn0003366,1811,1277,1569,1979,1658,2155
FBgn0030792,1946,2084,1659,1577,2110,1850
FBgn0030034,4946,3038,2832,2639,2704,2649
FBgn0029701,8,0,0,41,16,30
FBgn0286878,0,0,3,3,0,1
FBti0062996,0,0,0,0,0,0
FBgn0053243,0,0,0,0,0,0
FBti0019745,0,1,0,2,1,0
FBti0060065,0,0,0,0,0,0
FBgn0030640,4,1,2,8,8,0
FBti0063729,0,0,0,0,0,0
FBgn0045073,6791,5289,5740,6578,8692,6404
FBgn0000360,130912,50559,16123,26317,216,95222
FBgn0027521,4266,3884,3329,3681,6228,3322
FBgn0025739,1201,959,809,581,835,668
FBgn0030418,858,729,861,661,919,661
FBti0019726,0,0,0,0,0,0
FBti0061593,0,0,0,0,0,0
FBti0064131,0,0,0,0,0,0
FBgn0267168,1,0,0,0,0,1
FBgn0030314,1831,1791,1312,1498,1930,1502
FBgn0015789,10312,7079,7397,7932,10390,8019
FBti0102097,0,0,0,1,0,0
FBgn0030441,11,0,0,84,27,64
FBgn0024362,5750,4471,4330,4198,6037,4317
FBgn0030307,5,1,1,60,22,80
FBgn0023509,2329,2118,1966,2089,2653,1708
FBti0063637,1,2,3,1,0,1
FBgn0030889,3,0,1,3,1,2
FBgn0266707,0,0,0,0,0,0
FBgn0031171,240,182,155,566,345,557
FBti0060478,0,0,0,1,3,1
FBti0061029,0,0,0,0,0,0
FBgn0030733,0,0,0,0,0,0
FBti0061646,0,0,0,0,0,0
FBti0019061,1,2,0,1,0,3
FBti0060218,0,0,0,0,0,0
FBgn0003345,3209,2126,2705,2526,2786,2994
FBgn0022770,50,49,76,38,45,47
FBgn0283545,15,19,32,33,24,47
FBgn0030981,29,8,14,60,24,47
FBgn0023169,6100,5709,4996,5568,5997,5672
FBgn0030204,6,4,4,1,7,4
FBgn0085819,0,3,1,0,2,0
FBgn0030200,1,2,3,0,3,0
FBgn0026872,601,472,685,543,386,515
FBti0019618,0,0,1,1,0,1
FBgn0259143,3370,2852,3538,3362,4611,3418
FBgn0030141,2788,2701,2327,2548,3151,2583
FBgn0031098,1380,1229,939,929,1261,1032
FBgn0030348,125,84,191,157,99,114
FBti0061884,0,0,0,0,0,0
FBgn0265692,0,0,0,0,0,0
FBgn0263210,0,0,0,0,0,0
FBgn0040350,1991,857,2601,2762,910,1797
FBti0062863,0,0,0,0,0,1
FBgn0027093,3577,2971,2937,2703,3810,3001
FBgn0027343,401,306,243,328,303,340
FBgn0264955,9,16,7,13,38,20
FBgn0052650,44,18,11,157,52,137
FBgn0004368,3153,2258,2653,3025,3057,2598
FBgn0264862,5,2,6,2,6,6
FBgn0261277,75,53,99,69,73,85
FBgn0029795,105,115,81,53,41,48
FBgn0010416,2686,2496,2205,2191,3412,2494
FBti0062999,0,0,0,0,0,0
FBgn0265608,0,0,0,1,0,1
FBti0060475,0,0,0,0,0,0
FBgn0030345,1453,1368,1191,1130,1580,1105
FBgn0025390,17700,3822,1555,2882,2801,8042
FBgn0039966,845,836,858,814,1214,857
FBgn0267969,10,0,0,1,0,1
FBti0061582,0,0,0,0,0,1
FBgn0040349,7245,3674,13054,7213,6730,8653
FBgn0065095,0,0,0,0,0,0
FBgn0025624,922,622,774,1048,966,932
FBgn0266098,20,9,22,34,37,33
FBgn0030631,2993,2506,2609,2581,3219,2310
FBgn0030246,3784,3385,2841,3221,3928,3458
FBti0061318,0,0,0,0,0,0
FBgn0029580,104,110,102,123,84,115
FBgn0030101,821,728,669,848,1016,868
FBgn0040365,7,0,0,31,11,34
FBti0019068,0,1,2,2,0,3
FBti0019664,2,0,0,1,2,0
FBti0059951,0,0,1,0,0,0
FBgn0259198,7,1,0,29,11,27
FBgn0003517,74864,69932,53584,47182,48132,59707
FBgn0030877,1518,1456,1076,1105,1368,1218
FBgn0030806,692,676,597,567,867,558
FBgn0283434,1,0,2,17,3,14
FBti0019078,2,0,1,1,1,0
FBti0059710,0,0,1,0,2,0
FBti0063592,0,0,0,0,0,0
FBgn0029770,0,0,1,0,1,0
FBgn0030552,2155,2219,1703,1624,2415,1879
FBgn0030328,12614,10462,10225,9887,14616,9807
FBgn0061196,40,3,5,144,58,136
FBgn0262335,0,0,0,0,0,0
FBti0060045,0,1,1,0,0,0
FBti0060627,0,0,0,0,0,0
FBgn0085451,2636,1945,2141,2345,2036,2146
FBgn0266197,82,38,79,98,86,86
FBgn0021742,5,1,3,4,3,3
FBtr0473831_df_nrg,0,0,0,0,0,0
FBgn0040333,51,28,27,140,87,155
FBgn0265265,13,0,1,52,12,49
FBgn0031062,2336,2160,1979,1924,2369,1815
FBgn0030375,0,0,0,0,0,1
FBti0063428,1,0,0,2,2,0
FBgn0030952,18,0,0,202,66,147
FBgn0040395,3060,2427,2633,3091,3880,3247
FBgn0085357,6,2,1,25,11,18
FBgn0026268,290,181,376,280,381,334
FBti0019079,0,0,0,1,0,0
FBgn0263548,0,0,0,0,0,0
FBti0062412,0,0,0,0,0,0
FBti0059998,0,0,0,0,0,0
FBgn0040360,17,7,11,10,19,23
FBgn0004861,442,391,513,565,472,558
FBgn0266094,8,11,9,11,16,16
FBgn0264675,6,9,11,18,11,14
FBgn0262979,29,32,34,16,41,25
FBgn0083994,0,0,0,1,0,0
FBti0064175,0,0,0,0,0,0
FBgn0031092,2184,1851,2011,1553,2072,1944
FBti0061916,0,0,0,0,0,0
FBti0064067,0,0,0,0,0,0
FBti0019734,0,0,0,0,0,0
FBti0019048,0,0,0,0,0,0
FBgn0029594,1321,1326,1169,1107,1581,1189
FBgn0262606,7,0,0,28,2,37
FBti0064172,0,0,0,0,0,0
FBgn0029663,125,122,193,177,234,210
FBgn0030334,155,138,156,202,170,259
FBtr0309677_df_nrg,0,0,0,0,0,0
FBgn0030148,1821,897,1335,875,381,766
FBti0019552,1,2,5,0,2,3
FBgn0028746,1433,1021,1045,1033,1327,1165
FBgn0031201,4,1,0,96,40,89
FBti0062809,1,0,0,1,0,0
FBti0060626,1,0,0,0,2,0
FBgn0264383,0,0,0,4,0,0
FBti0061671,0,0,1,0,0,0
FBgn0284442,4688,4447,2781,3333,4744,3761
FBgn0027279,8095,5872,7414,5957,7076,7013
FBgn0023541,3,1,5,1,1,4
FBti0062240,9,9,8,6,4,9
FBti0061086,0,0,1,0,1,2
FBgn0027287,3537,2775,3117,3218,2692,3264
FBgn0030734,3831,3540,3231,3363,4439,3959
FBti0061335,0,0,0,0,0,0
FBti0062711,0,0,0,0,0,0
FBti0063633,0,0,1,0,0,0
FBgn0052813,949,739,1161,1243,957,1140
FBgn0030926,373,388,493,619,562,568
FBgn0030051,112,93,129,381,190,228
FBgn0064116,0,0,0,0,0,0
FBgn0024182,0,0,0,0,0,0
FBgn0065101,0,0,0,0,0,0
FBgn0040363,68,69,92,79,69,102
FBti0062982,0,0,0,0,0,0
FBgn0030484,7252,4106,6383,5499,8329,8031
FBgn0025642,23,7,17,55,21,74
FBgn0026375,8818,5590,6611,6534,8558,6558
FBgn0262279,0,0,0,0,1,0
FBgn0026076,2798,2293,2766,2208,3197,2823
FBgn0030343,3293,2165,3272,3326,2698,2718
FBgn0031188,2496,2489,1976,2036,2937,2338
FBgn0286919,0,0,0,0,0,0
FBtr0472786_df_nrg,0,0,0,0,0,0
FBgn0029969,5774,4396,5293,4153,5347,5214
FBti0060220,0,0,0,0,0,0
FBgn0030928,78,444,197,137,136,121
FBgn0029522,0,0,0,0,0,0
FBgn0083228,469,453,956,784,1047,896
FBgn0030696,9,4,1,97,22,49
FBti0019605,36,15,51,38,30,53
FBti0062997,0,0,0,0,0,0
FBgn0261811,7018,4618,4621,4047,5547,4502
FBgn0030670,3734,2828,3332,3679,4170,4136
FBgn0030933,91,10,7,548,181,425
FBgn0030305,2710,2708,2140,2233,2956,2148
FBti0061599,0,0,1,2,0,2
FBgn0265710,4,0,2,4,8,2
FBti0062964,0,0,0,0,0,0
FBgn0052783,8,1,8,61,21,52
FBgn0031129,213,0,0,1462,534,1130
FBgn0030789,1511,1336,1095,1043,1357,1024
FBgn0265531,3,2,0,0,2,1
FBgn0286881,0,0,2,0,0,0
FBgn0085464,4,0,0,43,18,43
FBgn0264445,0,0,0,15,9,11
FBti0019729,0,0,0,0,0,0
FBgn0031008,2736,2801,2263,1905,2104,2062
FBgn0030834,2032,1841,1677,1449,2059,1587
FBtr0445463_df_nrg,0,0,0,0,0,0
FBgn0005411,4947,5080,3901,4375,6723,4802
FBgn0003302,605,415,377,420,474,568
FBgn0031104,0,2,1,11,4,12
FBgn0029705,47,0,0,337,108,267
FBti0061920,0,0,0,0,0,0
FBgn0000077,739,638,565,633,794,723
FBgn0052673,1,0,0,11,3,17
FBgn0030890,5050,3734,3810,3465,4848,3548
FBti0019636,7,3,1,5,17,11
FBgn0262181,0,0,0,0,0,0
FBti0060646,0,0,0,0,0,0
FBgn0030946,2554,2445,2263,2464,2505,2223
FBgn0022768,5728,3909,3903,4806,5472,4278
FBgn0022355,26916,30390,40477,60801,37998,59294
FBti0063477,0,0,0,0,0,0
FBti0019638,0,0,0,1,0,1
FBgn0030931,109,80,71,52,129,98
FBgn0031041,0,0,0,0,0,0
FBgn0283469,4303,3686,3913,3840,4725,3879
FBtr0472784_df_nrg,0,0,0,0,0,0
FBti0019055,2,9,2,0,1,1
FBgn0266349,8,3,6,6,8,9
FBgn0267039,0,0,0,1,3,0
FBgn0030963,699,834,597,557,980,680
FBgn0023516,2381,1680,1744,1851,1975,1959
FBti0063377,0,0,0,0,0,0
FBgn0020653,19036,17338,16330,17120,16285,16721
FBgn0029994,4442,2254,5886,4205,3282,4806
FBgn0000611,6485,5103,5416,4408,7118,5587
FBgn0000137,2,0,3,0,4,2
FBgn0030437,44,18,29,15,18,37
FBgn0031145,4908,4791,4850,3725,5726,4128
FBgn0044872,43,23,49,35,70,41
FBti0060594,0,0,0,0,0,0
FBgn0029837,197,196,280,260,271,306
FBtr0309621_df_nrg,0,0,0,0,0,0
FBgn0263772,527,294,238,247,233,347
FBgn0031168,42,0,0,200,59,166
FBgn0003132,36,0,0,290,101,289
FBgn0052815,141,123,236,226,192,223
FBgn0030098,1019,14962,1069,67,129,1043
FBgn0053247,0,0,0,0,0,0
FBgn0030854,2255,2064,2021,1882,3002,2015
FBgn0031091,1728,1400,1152,1447,2300,1235
FBgn0004143,9,0,16,0,0,5
FBgn0052748,0,0,0,0,0,0
FBgn0052672,17534,10362,14672,14610,19801,18223
FBti0019658,2,1,2,1,1,2
FBgn0044817,0,0,0,3,0,3
FBgn0030803,2668,2533,2317,2166,3545,2161
FBgn0264500,35,14,12,6,30,13
FBgn0030189,581,462,428,624,595,560
FBgn0028982,6149,4193,5076,5353,5307,4671
FBgn0263237,2452,1909,1571,1651,2454,1691
FBgn0265761,10,7,2,2,1,2
FBgn0040877,0,0,0,0,0,0
FBti0060473,0,0,0,0,0,0
FBgn0030306,2783,2814,2338,2106,2863,2747
FBtr0309618_df_nrg,0,0,0,0,0,0
FBgn0262101,5,1,6,41,10,57
FBti0060136,0,0,0,0,0,0
FBgn0053239,0,0,0,0,0,0
FBgn0030008,1014,1026,778,882,1277,840
FBgn0030081,1722,1711,1571,1559,1788,1277
FBgn0264380,4,5,4,3,5,6
FBgn0265598,1134,797,974,959,1309,997
FBti0061140,12,5,9,9,30,26
FBti0062286,0,0,0,0,0,0
FBgn0053517,37,49,108,101,105,111
FBgn0003920,21,18,5,4,6,13
FBgn0031060,848,862,692,629,865,652
FBgn0040906,15,6,3,47,6,37
FBti0019608,2,2,0,1,4,7
FBgn0030196,790,769,579,576,986,541
FBgn0015799,7298,6071,5278,6129,8853,5412
FBgn0030010,795,609,460,510,828,487
FBgn0001186,9827,7361,8998,8832,11391,11026
FBgn0086778,420,335,595,615,720,798
FBgn0040352,2,5,0,2,1,2
FBgn0030183,1665,1253,1508,1283,2594,1956
FBti0064232,0,0,0,0,0,0
FBgn0086045,0,0,0,0,0,0
FBgn0010315,3861,3322,3354,3220,5292,3151
FBti0019534,0,0,0,0,0,0
FBgn0030795,0,0,0,0,0,0
FBgn0030566,4,0,1,26,6,44
FBgn0029686,856,730,720,726,1323,817
FBgn0065046,32,8,17,4,14,17
FBgn0052590,377,476,381,330,537,352
FBgn0010383,1174,840,879,754,834,1243
FBgn0029879,6039,5251,3790,3690,5922,4372
FBti0019700,0,0,0,0,0,0
FBgn0027107,0,0,0,17,7,15
FBgn0004654,7043,5661,9708,6515,4677,6050
FBgn0053487,0,0,0,0,0,0
FBgn0267253,128,82,164,201,179,241
FBgn0029992,3288,2250,2465,2728,3203,2567
FBgn0030685,4069,3359,3818,4188,5759,4103
FBgn0043903,4900,3589,3352,4266,4709,3804
FBgn0030518,1696,1532,1520,1197,1471,1611
FBtr0445454_df_nrg,0,0,0,0,0,0
FBgn0030932,13134,11489,9544,9477,13057,9923
FBgn0030091,1735,1520,1196,1387,1899,1601
FBgn0267166,1,1,4,2,1,4
FBgn0052591,94,4,17,719,265,541
FBgn0029836,2,0,1,1,0,5
FBgn0004647,1855,1645,1869,1686,2332,1295
FBgn0029800,1251,1262,1059,1020,1637,1025
FBti0062413,0,0,1,0,0,0
FBtr0445464_df_nrg,0,0,0,0,0,0
FBgn0263005,2683,1785,1627,1751,2234,1648
FBtr0304269_df_nrg,0,0,0,0,0,0
FBgn0030260,18,15,21,28,22,18
FBgn0011760,17463,14078,14035,13076,18711,14831
FBgn0030191,105,1,3,854,240,760
FBgn0029922,170,260,349,232,213,284
FBti0061669,0,0,0,0,0,0
FBgn0030788,3040,2661,2577,2268,3917,2389
FBgn0267061,0,0,0,0,0,0
